fips,source,C_01-22,C_01-23,C_01-24,C_01-25,C_01-26,C_01-27,C_01-28,C_01-29,C_01-30,C_01-31,C_02-01,C_02-02,C_02-03,C_02-04,C_02-05,C_02-06,C_02-07,C_02-08,C_02-09,C_02-10,C_02-11,C_02-12,C_02-13,C_02-14,C_02-15,C_02-16,C_02-17,C_02-18,C_02-19,C_02-20,C_02-21,C_02-22,C_02-23,C_02-24,C_02-25,C_02-26,C_02-27,C_02-28,C_02-29,C_03-01,C_03-02,C_03-03,C_03-04,C_03-05,C_03-06,C_03-07,C_03-08,C_03-09,C_03-10,C_03-11,C_03-12,C_03-13,C_03-14,C_03-15,C_03-16,C_03-17,C_03-18,C_03-19,C_03-20,C_03-21,C_03-22,C_03-23,C_03-24,C_03-25,C_03-26,C_03-27,C_03-28,C_03-29,C_03-30,C_03-31,C_04-01,C_04-02,C_04-03,C_04-04,C_04-05,C_04-06,C_04-07,C_04-08,C_04-09,C_04-10,C_04-11,C_04-12,C_04-13,C_04-14,C_04-15,C_04-16,C_04-17,C_04-18,C_04-19,C_04-20,C_04-21,C_04-22,C_04-23,C_04-24,C_04-25,C_04-26,C_04-27,C_04-28,C_04-29,C_04-30,C_05-01,C_05-02,C_05-03,D_01-22,D_01-23,D_01-24,D_01-25,D_01-26,D_01-27,D_01-28,D_01-29,D_01-30,D_01-31,D_02-01,D_02-02,D_02-03,D_02-04,D_02-05,D_02-06,D_02-07,D_02-08,D_02-09,D_02-10,D_02-11,D_02-12,D_02-13,D_02-14,D_02-15,D_02-16,D_02-17,D_02-18,D_02-19,D_02-20,D_02-21,D_02-22,D_02-23,D_02-24,D_02-25,D_02-26,D_02-27,D_02-28,D_02-29,D_03-01,D_03-02,D_03-03,D_03-04,D_03-05,D_03-06,D_03-07,D_03-08,D_03-09,D_03-10,D_03-11,D_03-12,D_03-13,D_03-14,D_03-15,D_03-16,D_03-17,D_03-18,D_03-19,D_03-20,D_03-21,D_03-22,D_03-23,D_03-24,D_03-25,D_03-26,D_03-27,D_03-28,D_03-29,D_03-30,D_03-31,D_04-01,D_04-02,D_04-03,D_04-04,D_04-05,D_04-06,D_04-07,D_04-08,D_04-09,D_04-10,D_04-11,D_04-12,D_04-13,D_04-14,D_04-15,D_04-16,D_04-17,D_04-18,D_04-19,D_04-20,D_04-21,D_04-22,D_04-23,D_04-24,D_04-25,D_04-26,D_04-27,D_04-28,D_04-29,D_04-30,D_05-01,D_05-02,D_05-03
08031,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,6,9,17,23,28,28,41,45,61,79,98,125,148,176,214,262,312,367,408,465,539,586,643,716,769,825,847,884,927,1031,1113,1182,1247,1346,1402,1468,1549,1636,1723,1784,1880,2004,2071,2172,2385,2487,2583,2682,2791,2890,3001,3092,3222,3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,6,7,8,11,14,14,15,15,31,33,38,42,46,46,51,56,61,63,66,74,75,83,91,96,98,128,132,132,135,145,150,154,163,164,166
08031,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,6,10,15,21,25,25,38,38,49,67,97,125,148,176,214,262,312,367,408,465,539,586,643,716,769,825,847,884,927,927,927,927,927,927,927,927,1549,1636,1723,1784,1880,2004,2071,2172,2385,2487,2583,2682,2791,2890,3001,3092,3222,3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,6,7,8,11,14,14,15,15,31,33,38,42,46,46,46,56,61,63,66,74,75,83,91,96,98,128,132,132,135,145,150,154,163,164,166
36119,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,33,69,81,97,107,120,147,157,178,195,219,379,537,797,1091,1387,1873,2894,3891,4691,5944,7187,7875,8519,9326,9967,10683,11566,12350,13080,13722,14293,14804,15887,17004,18077,18729,19313,19785,20191,20947,21828,22476,23179,23803,24306,24655,25275,25959,26632,27230,27664,28007,28245,28625,28969,29231,29626,29884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,10,10,10,19,25,25,67,67,197,197,253,304,343,389,428,505,562,610,654,708,738,738,738,831,867,904,932,962,989,1022,1054,1077,1096,1119,1144,1165,1183,1203
36119,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,18,19,57,83,98,108,121,148,158,178,196,220,380,538,798,1091,1385,1873,2894,3891,4691,5944,7187,7875,8519,9329,9967,10683,11567,12351,13081,13723,14294,14804,15887,17004,18077,18729,19313,19786,20191,20947,21828,22476,23179,23803,24306,24656,25276,25959,26633,27231,27664,28007,28245,28626,28970,29232,29626,29884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,10,10,10,10,19,25,64,67,71,197,211,233,283,315,389,389,461,511,557,596,640,668,668,668,743,776,809,838,863,891,920,946,962,963,1006,1031,1049,1067,1086
48113,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,9,11,14,14,23,34,56,74,95,132,159,169,169,303,367,439,443,549,631,731,831,921,1015,1112,1155,1261,1324,1432,1537,1648,1723,1788,1877,1986,2066,2190,2324,2428,2512,2602,2683,2763,2834,2909,3014,3105,3240,3352,3531,3718,3899,4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,6,7,7,9,9,11,13,15,17,17,18,18,18,19,20,22,25,27,31,32,42,43,50,55,60,60,60,64,65,72,77,81,82,84,94,99,104,106,110,111
48113,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,8,11,11,11,15,54,74,74,74,155,169,247,303,367,439,488,549,631,731,831,921,1015,1112,1155,1261,1324,1432,1537,1644,1723,1788,1788,1986,2066,2190,2190,2428,2428,2512,2602,2683,2763,2834,2909,3014,3105,3240,3352,3531,3718,3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,5,6,7,7,9,10,11,13,15,17,17,17,18,18,18,19,20,22,25,27,27,32,42,43,50,55,60,60,60,64,65,72,77,81,82,84,94,99,104,106,110
27053,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,12,26,26,33,33,44,52,57,89,103,111,128,141,152,171,190,204,218,235,242,252,267,280,310,344,375,415,464,557,557,588,651,706,806,875,924,975,1013,1073,1132,1200,1287,1332,1416,1524,1633,1738,1829,1980,2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,6,6,6,9,9,11,14,16,18,25,27,30,34,34,40,46,52,61,69,75,80,95,113,123,138,155,177,188,193,209,225,243,259,277
27053,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,6,22,24,30,33,45,52,57,89,103,111,128,141,152,171,190,204,218,235,242,252,267,280,310,344,375,375,464,557,557,588,651,706,806,875,924,975,975,975,975,975,975,975,975,975,1633,1738,1829,1980,2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,7,7,12,12,14,14,16,18,25,27,30,34,34,40,46,52,61,69,75,80,95,113,123,138,155,177,188,193,209,225,243,259,277
48439,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,5,6,6,19,29,47,47,57,57,71,90,114,114,139,139,175,288,325,383,383,404,452,452,588,637,705,705,806,876,929,990,990,1175,1229,1242,1249,1333,1430,1559,1706,1836,1947,2019,2088,2149,2246,2388,2503,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,6,7,9,11,13,18,19,20,21,21,25,25,29,30,34,35,38,39,39,42,44,45,48,52,53,53,58,61,68,69,71,75
48439,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,5,19,19,19,19,57,71,90,100,114,128,139,155,273,288,325,383,404,418,452,517,588,637,705,787,806,876,876,990,1093,1175,1175,1242,1242,1249,1333,1430,1559,1706,1836,1947,2019,2088,2149,2246,2388,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,7,9,11,13,18,19,20,21,25,25,25,29,30,34,35,38,39,39,42,44,45,48,52,53,53,58,61,68,69,71
44007,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,42,42,148,214,305,391,418,418,491,538,538,715,832,957,957,1278,1278,1278,1957,1957,2401,2703,3014,3292,3491,3727,3727,3727,4603,4916,5266,5266,5520,5967,6290,6579,6822,7028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,7,7,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,107,107,107,107,132,132,132,132,265
44007,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,75,101,117,139,156,214,305,391,418,418,434,512,622,715,832,955,955,1278,1278,1278,1957,2072,2401,2703,3014,3293,3491,3727,4064,4350,4603,4916,5266,5427,5520,5967,6290,6579,6822,7028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,13,13,13,13,14,14,14,14,14,14,21,21,21,21,21,21,21,21,21,21,107,107,107,107,132,132,132,132,132
53033,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,15,22,33,52,59,72,91,117,191,235,271,329,389,421,489,518,563,693,794,935,1036,1166,1278,1360,1579,1830,2079,2163,2332,2332,2498,2658,2789,2900,3169,3333,3488,3690,3888,4119,4264,4428,4551,4622,4699,4811,4904,5065,5174,5295,5381,5451,5571,5691,5813,5914,5992,6056,6184,6310,6409,6507,6620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,10,11,11,12,16,18,21,23,27,28,33,36,38,44,47,57,61,68,76,77,88,95,101,111,127,138,146,152,152,166,177,188,204,210,224,232,246,260,279,286,294,298,305,314,322,333,342,348,362,374,381,386,393,401,410,418,429,438,448,451,456,461
53033,usafacts,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,9,14,21,31,51,58,71,83,116,190,234,270,328,387,420,488,562,562,693,793,934,1040,1170,1277,1359,1577,1828,2077,2161,2330,2330,2496,2656,2711,2865,3158,3295,3460,3668,3884,4047,4241,4422,4517,4612,4676,4796,4865,5024,5135,5259,5360,5427,5532,5637,5739,5863,5945,6001,6103,6207,6274,6351,6449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,9,10,12,15,17,21,22,26,27,32,35,37,43,43,56,60,67,74,75,87,94,100,109,125,136,144,150,150,165,175,188,200,208,220,226,242,257,275,282,292,292,303,312,320,330,339,346,358,373,379,385,393,400,408,416,429,438,447,452,457,459
32003,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,5,8,16,16,16,35,42,69,74,126,126,126,151,249,249,350,443,528,528,753,869,961,1125,1279,1418,1519,1608,1734,1878,2009,2144,2258,2324,2444,2509,2559,2625,2738,2882,2940,2998,3099,3218,3314,3443,3570,3665,3717,3793,3891,3979,4118,4225,4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,6,6,10,10,14,14,15,23,28,34,39,41,41,41,54,65,71,75,96,100,101,106,115,121,124,133,137,137,141,150,163,168,174,174,174,186,196,202,206,215,218
32003,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,5,8,16,16,16,35,42,42,74,126,126,126,151,249,249,350,443,528,528,753,869,961,1125,1279,1418,1519,1608,1734,1878,2009,2144,2144,2144,2144,2144,2144,2625,2738,2882,2940,2998,3099,3218,3314,3443,3570,3665,3717,3793,3891,3979,3979,4225,4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,6,6,10,10,14,14,15,23,28,34,39,41,41,41,54,65,71,75,75,75,75,75,75,121,124,133,137,137,141,150,163,168,168,174,174,186,196,202,202,215,218
31043,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,7,22,28,29,51,73,86,168,233,462,472,608,629,629,704,714,942,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2
31043,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,22,22,29,38,86,86,122,156,174,335,465,538,656,714,887,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
53077,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,5,9,9,10,20,24,25,44,51,61,72,100,147,147,147,200,216,289,289,363,380,400,400,447,447,535,535,573,635,674,707,759,759,771,868,868,868,952,952,1066,1085,1085,1135,1197,1237,1293,1293,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,6,7,7,12,12,17,18,19,19,21,21,23,29,29,29,34,35,36,38,38,38,42,43,44,45,45,48,48,48,48,48,48
53077,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,5,7,7,10,13,16,25,44,51,61,72,95,95,161,202,216,216,238,281,316,346,377,394,427,447,496,538,573,614,627,667,692,748,771,805,840,851,879,923,976,1015,1034,1046,1082,1128,1203,1272,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,6,6,6,6,12,12,16,18,19,19,21,21,21,25,29,29,34,35,36,37,38,39,41,43,44,44,45,45,47,47,47,47,47
31079,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,6,9,15,19,27,40,44,55,60,69,84,129,131,161,199,235,278,339,403,468,468,531,560,588,664,760,811,877,908,933,943,1042,1111,1160,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,5,5,5,8,8,10,10,13,16,19,19,19,19,19,27,28,28,28,28
31079,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,9,15,19,27,40,44,55,60,69,87,118,131,157,196,214,227,247,254,347,356,393,457,540,647,686,711,726,796,883,943,1025,1111,1160,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,29,29,29,29
31055,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,11,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,16,16,17,23,23,26,28,30,32,33,37,37,40,46,46,50,52,54,58,60,74,79,104,113,116,130,138,148,158,173,189,199,225,236,244,256,261,269,273,280,287,297,302,313,319,324,362,390,396,433,476,518,594,670,758,825,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,4,5,5,6,7,7,7,7,8,8,8,8,8,8,10,14,14,14,14,14,14,14,15,16,16,16,16,16
31055,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,9,9,11,16,16,16,19,19,23,26,34,35,35,35,40,43,47,52,60,75,81,97,114,123,130,138,146,175,182,201,214,229,234,243,249,258,259,265,272,276,289,295,310,327,362,382,396,425,483,580,656,744,825,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,18,18,18,18
48029,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,4,4,4,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,13,13,13,17,40,50,50,50,68,69,84,113,125,140,157,207,229,254,342,395,421,467,514,514,626,676,723,734,783,805,901,901,970,1003,1015,1040,1080,1126,1178,1206,1243,1254,1287,1307,1326,1374,1489,1585,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,5,5,5,9,9,9,10,11,11,12,18,18,22,24,24,27,27,33,37,37,37,38,39,39,39,39,43,43,43,43,44,44,46,48,48,48,48
48029,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,6,12,22,24,57,69,84,113,120,140,157,168,207,229,254,342,384,410,456,492,554,615,665,723,772,794,794,890,918,959,959,1015,1015,1029,1080,1126,1167,1195,1231,1254,1275,1307,1326,1374,1477,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,5,5,5,5,9,9,9,9,9,11,12,12,18,20,22,24,27,27,33,33,37,37,37,38,39,39,39,39,43,43,43,43,44,44,46,47,48,48
48453,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,6,6,7,21,62,79,79,79,119,137,160,160,179,206,206,244,305,351,430,460,502,502,596,597,642,690,774,856,900,900,977,1074,1092,1108,1174,1233,1263,1312,1379,1396,1412,1464,1539,1591,1654,1683,1714,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,6,6,6,6,7,7,7,9,9,11,14,14,17,21,23,25,26,27,28,31,32,36,39,42,42,44,47,51,51,52
48453,usafacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,7,21,41,41,41,41,86,98,119,137,160,160,179,200,206,244,305,430,460,484,502,554,597,642,690,744,774,856,856,977,1029,1074,1074,1108,1108,1174,1233,1263,1312,1379,1396,1412,1464,1539,1591,1654,1683,1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,4,6,6,6,7,7,7,9,9,9,11,14,17,18,21,23,25,26,27,28,31,32,36,39,42,42,44,47,51,51
06001,nytimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,24,25,25,29,29,29,37,40,49,53,57,67,87,127,139,151,156,199,241,277,291,304,334,380,417,464,464,587,609,655,695,734,766,827,864,907,908,983,1069,1084,1135,1185,1212,1260,1260,1350,1422,1458,1489,1519,1554,1589,1624,1657,1726,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,6,6,7,7,8,9,12,12,12,13,15,16,17,20,21,23,23,23,36,40,40,41,42,42,43,43,48,48,52,52,56,59,59,63,63,63,63
